file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\User\Desktop\SLIIT\3rd Year\1st Semester\IT3040 - IT Project Management\Assignment 01\V2\test_automation_ui\sample.png,True,PASS,C:\Users\User\Desktop\SLIIT\3rd Year\1st Semester\IT3040 - IT Project Management\Assignment 01\V2\test_automation_ui\results\preview_pass.png
PNG,C:\Users\User\Desktop\SLIIT\3rd Year\1st Semester\IT3040 - IT Project Management\Assignment 01\V2\test_automation_ui\sample.png,True,PASS,C:\Users\User\Desktop\SLIIT\3rd Year\1st Semester\IT3040 - IT Project Management\Assignment 01\V2\test_automation_ui\results\preview_pass.png
PNG,C:\Users\User\Desktop\SLIIT\3rd Year\1st Semester\IT3040 - IT Project Management\Assignment 01\V2\test_automation_ui\sample.png,True,PASS,C:\Users\User\Desktop\SLIIT\3rd Year\1st Semester\IT3040 - IT Project Management\Assignment 01\V2\test_automation_ui\results\preview_pass.png
PNG,C:\Users\User\Desktop\SLIIT\3rd Year\1st Semester\IT3040 - IT Project Management\Assignment 01\V2\test_automation_ui\sample.png,True,PASS,C:\Users\User\Desktop\SLIIT\3rd Year\1st Semester\IT3040 - IT Project Management\Assignment 01\V2\test_automation_ui\results\preview_pass.png
